Timestamp_s,Phase,Block,TrialInBlock,Event,Red,Green,Blue,Source
105750.6733155,generalization,2,61,response_onset,128,0,0,simulated
105751.1753035,generalization,2,61,response_press,0,16,0,simulated
105752.7046238,generalization,2,62,trial_onset,128,0,0,simulated
105754.5732369,generalization,2,62,response_onset,128,0,0,simulated
105755.0048173,generalization,2,62,response_press,0,32,0,simulated
105756.5187636,generalization,2,63,trial_onset,128,0,0,simulated
105758.389762,generalization,2,63,response_onset,128,0,0,simulated
105758.8476564,generalization,2,63,response_press,0,16,0,simulated
105760.3271119,generalization,2,64,trial_onset,128,0,0,simulated
105762.2062665,generalization,2,64,response_onset,128,0,0,simulated
105762.6373712,generalization,2,64,response_press,0,128,0,simulated
105764.1358735,generalization,2,65,trial_onset,128,0,0,simulated
105766.0076754,generalization,2,65,response_onset,128,0,0,simulated
105766.380533,generalization,2,65,response_press,0,64,0,simulated
105767.9215159,generalization,2,66,trial_onset,128,0,0,simulated
105769.7966957,generalization,2,66,response_onset,128,0,0,simulated
105772.7614783,generalization,2,66,response_press,0,64,0,simulated
105774.292339,generalization,2,67,trial_onset,128,0,0,simulated
105776.1541115,generalization,2,67,response_onset,128,0,0,simulated
105776.5867412,generalization,2,67,response_press,0,128,0,simulated
105778.1301232,generalization,2,68,trial_onset,128,0,0,simulated
105780.0071733,generalization,2,68,response_onset,128,0,0,simulated
105782.3377208,generalization,2,68,response_press,0,64,0,simulated
105783.9230382,generalization,2,69,trial_onset,128,0,0,simulated
105785.7992829,generalization,2,69,response_onset,128,0,0,simulated
105786.2843236,generalization,2,69,response_press,0,64,0,simulated
105787.8567882,generalization,2,70,trial_onset,128,0,0,simulated
105789.7241828,generalization,2,70,response_onset,128,0,0,simulated
105789.9972171,generalization,2,70,response_press,0,64,0,simulated
105791.6080133,generalization,2,71,trial_onset,128,0,0,simulated
105793.47444,generalization,2,71,response_onset,128,0,0,simulated
105793.8324935,generalization,2,71,response_press,0,64,0,simulated
105795.3891169,generalization,2,72,trial_onset,128,0,0,simulated
105797.2569773,generalization,2,72,response_onset,128,0,0,simulated
105797.5379759,generalization,2,72,response_press,0,64,0,simulated
105799.1079681,generalization,2,73,trial_onset,128,0,0,simulated
105800.9742455,generalization,2,73,response_onset,128,0,0,simulated
105801.5977206,generalization,2,73,response_press,0,64,0,simulated
105803.1472467,generalization,2,74,trial_onset,128,0,0,simulated
105805.0246187,generalization,2,74,response_onset,128,0,0,simulated
105805.5292289,generalization,2,74,response_press,0,64,0,simulated
105807.0758055,generalization,2,75,trial_onset,128,0,0,simulated
105808.9562032,generalization,2,75,response_onset,128,0,0,simulated
105809.0547945,generalization,2,75,response_press,0,64,0,simulated
105810.673812,generalization,2,76,trial_onset,128,0,0,simulated
105812.5411168,generalization,2,76,response_onset,128,0,0,simulated
105815.4925466,generalization,2,76,response_press,0,16,0,simulated
105817.0555288,generalization,2,77,trial_onset,128,0,0,simulated
105818.9215835,generalization,2,77,response_onset,128,0,0,simulated
105819.2894712,generalization,2,77,response_press,0,32,0,simulated
105820.7997975,generalization,2,78,trial_onset,128,0,0,simulated
105822.673657,generalization,2,78,response_onset,128,0,0,simulated
105822.9947449,generalization,2,78,response_press,0,32,0,simulated
105824.5333207,generalization,2,79,trial_onset,128,0,0,simulated
105826.388292,generalization,2,79,response_onset,128,0,0,simulated
105826.731457,generalization,2,79,response_press,0,16,0,simulated
105828.2933976,generalization,2,80,trial_onset,128,0,0,simulated
105830.1570493,generalization,2,80,response_onset,128,0,0,simulated
105830.5742384,generalization,2,80,response_press,0,16,0,simulated
105832.1407831,generalization,2,81,trial_onset,128,0,0,simulated
105834.0089337,generalization,2,81,response_onset,128,0,0,simulated
105834.3745794,generalization,2,81,response_press,0,16,0,simulated
105835.9217495,generalization,2,82,trial_onset,128,0,0,simulated
105837.7874766,generalization,2,82,response_onset,128,0,0,simulated
105838.0469219,generalization,2,82,response_press,0,32,0,simulated
105839.6508112,generalization,2,83,trial_onset,128,0,0,simulated
105841.522285,generalization,2,83,response_onset,128,0,0,simulated
105841.7144464,generalization,2,83,response_press,0,16,0,simulated
105843.3051441,generalization,2,84,trial_onset,128,0,0,simulated
105845.173104,generalization,2,84,response_onset,128,0,0,simulated
105845.4211432,generalization,2,84,response_press,0,16,0,simulated
105846.9735853,generalization,2,85,trial_onset,128,0,0,simulated
105848.8386618,generalization,2,85,response_onset,128,0,0,simulated
105849.0812341,generalization,2,85,response_press,0,32,0,simulated
105850.6107249,generalization,2,86,trial_onset,128,0,0,simulated
105852.4728642,generalization,2,86,response_onset,128,0,0,simulated
105852.7803494,generalization,2,86,response_press,0,16,0,simulated
105854.2913563,generalization,2,87,trial_onset,128,0,0,simulated
105856.1751737,generalization,2,87,response_onset,128,0,0,simulated
105856.5127338,generalization,2,87,response_press,0,16,0,simulated
105858.0634251,generalization,2,88,trial_onset,128,0,0,simulated
105859.9256257,generalization,2,88,response_onset,128,0,0,simulated
105860.5399601,generalization,2,88,response_press,0,16,0,simulated
105862.095691,generalization,2,89,trial_onset,128,0,0,simulated
105863.9732152,generalization,2,89,response_onset,128,0,0,simulated
105864.2967927,generalization,2,89,response_press,0,16,0,simulated
105865.8328095,generalization,2,90,trial_onset,128,0,0,simulated
105867.7092997,generalization,2,90,response_onset,128,0,0,simulated
105868.0171588,generalization,2,90,response_press,0,32,0,simulated
105869.5580786,generalization,2,91,trial_onset,128,0,0,simulated
105871.4237693,generalization,2,91,response_onset,128,0,0,simulated
105871.5923366,generalization,2,91,response_press,0,16,0,simulated
105873.1536613,generalization,2,92,trial_onset,128,0,0,simulated
105875.0385715,generalization,2,92,response_onset,128,0,0,simulated
105875.3130477,generalization,2,92,response_press,0,32,0,simulated
105876.8531897,generalization,2,93,trial_onset,128,0,0,simulated
105878.7249793,generalization,2,93,response_onset,128,0,0,simulated
105878.9864672,generalization,2,93,response_press,0,16,0,simulated
105880.5151253,generalization,2,94,trial_onset,128,0,0,simulated
105882.3742914,generalization,2,94,response_onset,128,0,0,simulated
105882.6723308,generalization,2,94,response_press,0,32,0,simulated
105884.1965194,generalization,2,95,trial_onset,128,0,0,simulated
105886.0552591,generalization,2,95,response_onset,128,0,0,simulated
105886.3968753,generalization,2,95,response_press,0,16,0,simulated
105887.8976205,generalization,2,96,trial_onset,128,0,0,simulated
105889.7757445,generalization,2,96,response_onset,128,0,0,simulated
105890.2265851,generalization,2,96,response_press,0,16,0,simulated
