Phase,Block,TrialInBlock,GlobalTrial,SoundFile,SoundPath,Category,ExpectedResponse,ExpectedColor,PressedResponse,PressedColor,Correct,ReactionTime_s,Slow,EarlyPressDetected,SoundOnset_s,SoundOffset_s,ResponseOnset_s,ResponsePress_s,MappingLabel
task,2,1,NaN,aSequenceTrain_15.flac,D:\Matlab_projects\SMART\SMART_game\flac_task\aSequenceTrain_15.flac,a,1,Yellow,1,Yellow,1,0.321642199996859,0,0,182568.3395205,182569.8706769,182570.4537584,182570.7754006,consistent
task,2,2,NaN,aSequenceTrain_13.flac,D:\Matlab_projects\SMART\SMART_game\flac_task\aSequenceTrain_13.flac,a,1,Yellow,1,Yellow,1,0.166904100013198,0,0,182571.9926973,182573.5303024,182574.1208059,182574.28771,consistent
task,3,1,NaN,xSequenceTrain_27.flac,D:\Matlab_projects\SMART\SMART_game\flac_task\xSequenceTrain_27.flac,x,2,Green,3,Blue,0,1.42448899999727,0,0,182577.3045235,182578.8321258,182579.4233645,182580.8478535,consistent
task,3,2,NaN,bSequenceTrain_31.flac,D:\Matlab_projects\SMART\SMART_game\flac_task\bSequenceTrain_31.flac,b,3,Blue,3,Blue,1,0.54171230000793,0,0,182582.1348226,182583.6604492,182584.2536192,182584.7953315,consistent
task,4,1,NaN,ySequenceTrain_1.flac,D:\Matlab_projects\SMART\SMART_game\flac_task\ySequenceTrain_1.flac,y,4,Red,1,Yellow,0,2.31245749999653,1,0,182587.9078015,182589.434791,182590.0214097,182592.3338672,consistent
task,4,2,NaN,aSequenceTrain_8.flac,D:\Matlab_projects\SMART\SMART_game\flac_task\aSequenceTrain_8.flac,a,1,Yellow,1,Yellow,1,0.427378199994564,0,0,182595.0644807,182596.5931804,182597.1859249,182597.6133031,consistent
task,5,1,NaN,ySequenceTrain_15.flac,D:\Matlab_projects\SMART\SMART_game\flac_task\ySequenceTrain_15.flac,y,4,Red,4,Red,1,0.322073299990734,0,0,182600.5960281,182602.1205723,182602.7066577,182603.028731,consistent
task,5,2,NaN,xSequenceTrain_20.flac,D:\Matlab_projects\SMART\SMART_game\flac_task\xSequenceTrain_20.flac,x,2,Green,2,Green,1,0.427846700011287,0,0,182604.2569124,182605.7910786,182606.3916265,182606.8194732,consistent
task,6,1,NaN,xSequenceTrain_26.flac,D:\Matlab_projects\SMART\SMART_game\flac_task\xSequenceTrain_26.flac,x,2,Green,2,Green,1,0.462687299994286,0,0,182610.179927,182611.7170325,182612.3053633,182612.7680506,consistent
task,6,2,NaN,ySequenceTrain_28.flac,D:\Matlab_projects\SMART\SMART_game\flac_task\ySequenceTrain_28.flac,y,4,Red,4,Red,1,0.352896600001259,0,0,182614.0194067,182615.5537345,182616.1367972,182616.4896938,consistent
violation,7,1,NaN,RandSequence_24.flac,D:\Matlab_projects\SMART\SMART_game\flac_task\RandSequence_24.flac,rand,3,Blue,3,Blue,1,0.436046199989505,0,0,182619.5540642,182621.0816867,182621.6717675,182622.1078137,random
violation,7,2,NaN,RandSequence_7.flac,D:\Matlab_projects\SMART\SMART_game\flac_task\RandSequence_7.flac,rand,1,Yellow,1,Yellow,1,0.392094400012866,0,0,182623.3641751,182624.8929358,182625.4890983,182625.8811927,random
task,8,1,NaN,ySequenceTrain_17.flac,D:\Matlab_projects\SMART\SMART_game\flac_task\ySequenceTrain_17.flac,y,4,Red,4,Red,1,0.334550800005672,0,0,182628.9534159,182630.4865526,182631.0734618,182631.4080126,consistent
task,8,2,NaN,ySequenceTrain_16.flac,D:\Matlab_projects\SMART\SMART_game\flac_task\ySequenceTrain_16.flac,y,4,Red,4,Red,1,0.355893400002969,0,0,182632.616179,182634.1474119,182634.7387268,182635.0946202,consistent
generalization,1,1,NaN,ySequenceGen_8.flac,D:\Matlab_projects\SMART\SMART_game\flac_generalization\ySequenceGen_8.flac,y,4,Red,3,Blue,0,1.13318879998405,0,0,182641.4106946,182642.9477313,182643.5379671,182644.6711559,generalization
generalization,1,2,NaN,bSequenceGen_10.flac,D:\Matlab_projects\SMART\SMART_game\flac_generalization\bSequenceGen_10.flac,b,3,Blue,1,Yellow,0,0.402600400004303,0,0,182646.3553578,182647.8817934,182648.4729309,182648.8755313,generalization
generalization,2,3,NaN,ySequenceGen_3.flac,D:\Matlab_projects\SMART\SMART_game\flac_generalization\ySequenceGen_3.flac,y,4,Red,4,Red,1,0.324639900005423,0,0,182650.6069261,182652.1390074,182652.7262972,182653.0509371,generalization
generalization,2,4,NaN,ySequenceGen_1.flac,D:\Matlab_projects\SMART\SMART_game\flac_generalization\ySequenceGen_1.flac,y,4,Red,2,Green,0,0.253905199992005,0,0,182654.7556215,182656.2860094,182656.87177,182657.1256752,generalization
