Phase,Block,TrialInBlock,GlobalTrial,SoundFile,SoundPath,Category,ExpectedResponse,ExpectedColor,PressedResponse,PressedColor,Correct,ReactionTime_s,Slow,EarlyPressDetected,SoundOnset_s,SoundOffset_s,ResponseOnset_s,ResponsePress_s,MappingLabel
task,1,3,NaN,xSequenceTrain_12.flac,D:\Matlab_projects\SMART\SMART_game\t1265017-v2-assets_task\xSequenceTrain_12.flac,x,4,Red,4,Red,1,0.369725900003687,0,0,376873.7729823,376875.3090409,376876.4921029,376876.8618288,consistent
task,1,4,NaN,xSequenceTrain_8.flac,D:\Matlab_projects\SMART\SMART_game\t1265017-v2-assets_task\xSequenceTrain_8.flac,x,4,Red,4,Red,1,0.486284799990244,0,0,376878.0999365,376879.6289063,376880.8227464,376881.3090312,consistent
task,1,5,NaN,aSequenceTrain_4.flac,D:\Matlab_projects\SMART\SMART_game\t1265017-v2-assets_task\aSequenceTrain_4.flac,a,3,Blue,3,Blue,1,0.423751300026197,0,0,376882.5724266,376884.1098611,376885.2945788,376885.7183301,consistent
task,2,1,NaN,aSequenceTrain_13.flac,D:\Matlab_projects\SMART\SMART_game\t1265017-v2-assets_task\aSequenceTrain_13.flac,a,3,Blue,3,Blue,1,0.38391670002602,0,0,376892.5633588,376894.0897448,376895.276853,376895.6607697,consistent
task,2,2,NaN,xSequenceTrain_18.flac,D:\Matlab_projects\SMART\SMART_game\t1265017-v2-assets_task\xSequenceTrain_18.flac,x,4,Red,4,Red,1,0.390113400004338,0,0,376896.9313947,376898.4567339,376899.6394555,376900.0295689,consistent
task,2,3,NaN,aSequenceTrain_17.flac,D:\Matlab_projects\SMART\SMART_game\t1265017-v2-assets_task\aSequenceTrain_17.flac,a,3,Blue,3,Blue,1,0.281364599999506,0,0,376901.2430824,376902.7671762,376903.9582809,376904.2396455,consistent
task,2,4,NaN,xSequenceTrain_23.flac,D:\Matlab_projects\SMART\SMART_game\t1265017-v2-assets_task\xSequenceTrain_23.flac,x,4,Red,4,Red,1,0.444720599974971,0,0,376905.4963913,376907.0324721,376908.2250345,376908.6697551,consistent
task,2,5,NaN,ySequenceTrain_21.flac,D:\Matlab_projects\SMART\SMART_game\t1265017-v2-assets_task\ySequenceTrain_21.flac,y,2,Green,1,Yellow,0,0.385102600033861,0,0,376909.9130767,376911.4374014,376912.6276818,376913.0127844,consistent
task,3,1,NaN,xSequenceTrain_33.flac,D:\Matlab_projects\SMART\SMART_game\t1265017-v2-assets_task\xSequenceTrain_33.flac,x,4,Red,4,Red,1,3.07920769997872,1,0,376918.9548522,376920.4943715,376921.6949187,376924.7741264,consistent
task,3,2,NaN,aSequenceTrain_32.flac,D:\Matlab_projects\SMART\SMART_game\t1265017-v2-assets_task\aSequenceTrain_32.flac,a,3,Blue,3,Blue,1,0.482794999959879,0,0,376927.4844817,376929.0225083,376930.2111463,376930.6939413,consistent
task,3,3,NaN,xSequenceTrain_35.flac,D:\Matlab_projects\SMART\SMART_game\t1265017-v2-assets_task\xSequenceTrain_35.flac,x,4,Red,1,Yellow,0,0.423132400028408,0,0,376931.9569955,376933.4913981,376934.672653,376935.0957854,consistent
task,3,4,NaN,xSequenceTrain_31.flac,D:\Matlab_projects\SMART\SMART_game\t1265017-v2-assets_task\xSequenceTrain_31.flac,x,4,Red,4,Red,1,0.427205400017556,0,0,376936.3361878,376937.8690848,376939.0585751,376939.4857805,consistent
task,3,5,NaN,xSequenceTrain_29.flac,D:\Matlab_projects\SMART\SMART_game\t1265017-v2-assets_task\xSequenceTrain_29.flac,x,4,Red,4,Red,1,0.376514700008556,0,0,376940.7187271,376942.2458431,376943.4456147,376943.8221294,consistent
task,4,1,NaN,aSequenceTrain_12.flac,D:\Matlab_projects\SMART\SMART_game\t1265017-v2-assets_task\aSequenceTrain_12.flac,a,3,Blue,3,Blue,1,0.589961700025015,0,0,376948.9987487,376950.5302052,376951.727732,376952.3176937,consistent
task,4,2,NaN,bSequenceTrain_1.flac,D:\Matlab_projects\SMART\SMART_game\t1265017-v2-assets_task\bSequenceTrain_1.flac,b,1,Yellow,1,Yellow,1,2.93154949997552,1,0,376953.5716682,376955.1027112,376956.2902127,376959.2217622,consistent
task,4,3,NaN,xSequenceTrain_8.flac,D:\Matlab_projects\SMART\SMART_game\t1265017-v2-assets_task\xSequenceTrain_8.flac,x,4,Red,4,Red,1,0.432938800018746,0,0,376961.9764309,376963.5087038,376964.6917261,376965.1246649,consistent
task,4,4,NaN,xSequenceTrain_1.flac,D:\Matlab_projects\SMART\SMART_game\t1265017-v2-assets_task\xSequenceTrain_1.flac,x,4,Red,4,Red,1,0.41349090001313,0,0,376966.3627027,376967.893179,376969.072335,376969.4858259,consistent
task,4,5,NaN,xSequenceTrain_11.flac,D:\Matlab_projects\SMART\SMART_game\t1265017-v2-assets_task\xSequenceTrain_11.flac,x,4,Red,4,Red,1,0.369638100033626,0,0,376970.7478136,376972.2708491,376973.4593616,376973.8289997,consistent
task,5,1,NaN,ySequenceTrain_23.flac,D:\Matlab_projects\SMART\SMART_game\t1265017-v2-assets_task\ySequenceTrain_23.flac,y,2,Green,2,Green,1,0.455822799995076,0,0,377143.6313637,377145.1595855,377146.3413391,377146.7971619,consistent
task,5,2,NaN,ySequenceTrain_14.flac,D:\Matlab_projects\SMART\SMART_game\t1265017-v2-assets_task\ySequenceTrain_14.flac,y,2,Green,2,Green,1,0.596744300040882,0,0,377147.9946238,377149.5298304,377150.7279426,377151.3246869,consistent
task,5,3,NaN,bSequenceTrain_18.flac,D:\Matlab_projects\SMART\SMART_game\t1265017-v2-assets_task\bSequenceTrain_18.flac,b,1,Yellow,1,Yellow,1,0.360716999974102,0,0,377152.5682411,377154.0949585,377155.2764443,377155.6371613,consistent
task,5,4,NaN,xSequenceTrain_19.flac,D:\Matlab_projects\SMART\SMART_game\t1265017-v2-assets_task\xSequenceTrain_19.flac,x,4,Red,4,Red,1,0.322404299979098,0,0,377156.8819245,377158.4054266,377159.5946233,377159.9170276,consistent
task,5,5,NaN,aSequenceTrain_17.flac,D:\Matlab_projects\SMART\SMART_game\t1265017-v2-assets_task\aSequenceTrain_17.flac,a,3,Blue,3,Blue,1,0.314545099972747,0,0,377161.1474369,377162.6782472,377163.8579709,377164.172516,consistent
task,6,1,NaN,bSequenceTrain_27.flac,D:\Matlab_projects\SMART\SMART_game\t1265017-v2-assets_task\bSequenceTrain_27.flac,b,1,Yellow,1,Yellow,1,0.350023100036196,0,0,377167.6147686,377169.140977,377170.3272289,377170.677252,consistent
task,6,2,NaN,xSequenceTrain_34.flac,D:\Matlab_projects\SMART\SMART_game\t1265017-v2-assets_task\xSequenceTrain_34.flac,x,4,Red,4,Red,1,0.477373100002296,0,0,377171.9096726,377173.4404198,377174.6251671,377175.1025402,consistent
task,6,3,NaN,aSequenceTrain_33.flac,D:\Matlab_projects\SMART\SMART_game\t1265017-v2-assets_task\aSequenceTrain_33.flac,a,3,Blue,3,Blue,1,0.317524000012781,0,0,377176.3157457,377177.8373843,377179.0262133,377179.3437373,consistent
task,6,4,NaN,bSequenceTrain_35.flac,D:\Matlab_projects\SMART\SMART_game\t1265017-v2-assets_task\bSequenceTrain_35.flac,b,1,Yellow,1,Yellow,1,0.282839299994521,0,0,377180.5707416,377182.1005428,377183.2907676,377183.5736069,consistent
task,6,5,NaN,bSequenceTrain_30.flac,D:\Matlab_projects\SMART\SMART_game\t1265017-v2-assets_task\bSequenceTrain_30.flac,b,1,Yellow,1,Yellow,1,0.297483800037298,0,0,377184.8079232,377186.3363302,377187.5237399,377187.8212237,consistent
violation,7,1,NaN,RandSequence_36.flac,D:\Matlab_projects\SMART\SMART_game\t1265017-v2-assets_task\RandSequence_36.flac,rand,2,Green,2,Green,1,0.896373800002038,0,0,377191.5467927,377193.0709301,377194.2602338,377195.1566076,random
violation,7,2,NaN,RandSequence_38.flac,D:\Matlab_projects\SMART\SMART_game\t1265017-v2-assets_task\RandSequence_38.flac,rand,4,Red,4,Red,1,0.374720699968748,0,0,377196.4133018,377197.9499882,377199.1431742,377199.5178949,random
violation,7,3,NaN,RandSequence_45.flac,D:\Matlab_projects\SMART\SMART_game\t1265017-v2-assets_task\RandSequence_45.flac,rand,4,Red,4,Red,1,0.462174799991772,0,0,377200.7296758,377202.2617333,377203.4412832,377203.903458,random
violation,7,4,NaN,RandSequence_40.flac,D:\Matlab_projects\SMART\SMART_game\t1265017-v2-assets_task\RandSequence_40.flac,rand,4,Red,4,Red,1,0.396715300041251,0,0,377205.1007218,377206.6274359,377207.8083166,377208.2050319,random
violation,7,5,NaN,RandSequence_3.flac,D:\Matlab_projects\SMART\SMART_game\t1265017-v2-assets_task\RandSequence_3.flac,rand,1,Yellow,1,Yellow,1,0.687915400019847,0,0,377209.4060014,377210.9393832,377212.1270924,377212.8150078,random
task,8,1,NaN,ySequenceTrain_22.flac,D:\Matlab_projects\SMART\SMART_game\t1265017-v2-assets_task\ySequenceTrain_22.flac,y,2,Green,2,Green,1,0.786155200039502,0,0,377226.3233499,377227.8527541,377229.0452889,377229.8314441,consistent
task,8,2,NaN,aSequenceTrain_17.flac,D:\Matlab_projects\SMART\SMART_game\t1265017-v2-assets_task\aSequenceTrain_17.flac,a,3,Blue,3,Blue,1,0.304010000021663,0,0,377231.0392012,377232.5682164,377233.7572372,377234.0612472,consistent
task,8,3,NaN,bSequenceTrain_22.flac,D:\Matlab_projects\SMART\SMART_game\t1265017-v2-assets_task\bSequenceTrain_22.flac,b,1,Yellow,1,Yellow,1,0.358248500037007,0,0,377235.2687212,377236.7945931,377237.974772,377238.3330205,consistent
task,8,4,NaN,bSequenceTrain_19.flac,D:\Matlab_projects\SMART\SMART_game\t1265017-v2-assets_task\bSequenceTrain_19.flac,b,1,Yellow,1,Yellow,1,0.424427699996158,0,0,377239.5798429,377241.1067224,377242.2932569,377242.7176846,consistent
task,8,5,NaN,ySequenceTrain_24.flac,D:\Matlab_projects\SMART\SMART_game\t1265017-v2-assets_task\ySequenceTrain_24.flac,y,2,Green,2,Green,1,0.768397299980279,0,0,377243.9633021,377245.4924867,377246.6775778,377247.4459751,consistent
generalization,1,1,NaN,xSequenceGen_5.flac,D:\Matlab_projects\SMART\SMART_game\t1215957-v12-assets_generalization\xSequenceGen_5.flac,x,4,Red,1,Yellow,0,8.53024860000005,0,0,377305.7781691,377307.307516,377308.4995024,377317.029751,generalization
generalization,1,2,NaN,aSequenceGen_4.flac,D:\Matlab_projects\SMART\SMART_game\t1215957-v12-assets_generalization\aSequenceGen_4.flac,a,3,Blue,2,Green,0,0.934068600006867,0,0,377318.2506489,377319.7800474,377320.9753176,377321.9093862,generalization
generalization,1,3,NaN,bSequenceGen_4.flac,D:\Matlab_projects\SMART\SMART_game\t1215957-v12-assets_generalization\bSequenceGen_4.flac,b,1,Yellow,1,Yellow,1,0.829992500017397,0,0,377323.118744,377324.6447012,377325.8310796,377326.6610721,generalization
generalization,1,4,NaN,ySequenceGen_12.flac,D:\Matlab_projects\SMART\SMART_game\t1215957-v12-assets_generalization\ySequenceGen_12.flac,y,2,Green,2,Green,1,0.254821599985007,0,0,377327.863799,377329.3914751,377330.5754719,377330.8302935,generalization
generalization,1,5,NaN,bSequenceGen_7.flac,D:\Matlab_projects\SMART\SMART_game\t1215957-v12-assets_generalization\bSequenceGen_7.flac,b,1,Yellow,1,Yellow,1,0.433897599985357,0,0,377332.0671998,377333.5970489,377334.7961905,377335.2300881,generalization
generalization,1,6,NaN,aSequenceGen_7.flac,D:\Matlab_projects\SMART\SMART_game\t1215957-v12-assets_generalization\aSequenceGen_7.flac,a,3,Blue,3,Blue,1,0.471096299996134,0,0,377336.4492759,377337.974255,377339.1585799,377339.6296762,generalization
generalization,1,7,NaN,bSequenceGen_6.flac,D:\Matlab_projects\SMART\SMART_game\t1215957-v12-assets_generalization\bSequenceGen_6.flac,b,1,Yellow,4,Red,0,4.06353079999099,0,0,377340.8605996,377342.3901414,377343.5754988,377347.6390296,generalization
generalization,1,8,NaN,aSequenceGen_1.flac,D:\Matlab_projects\SMART\SMART_game\t1215957-v12-assets_generalization\aSequenceGen_1.flac,a,3,Blue,3,Blue,1,0.255621000018436,0,0,377348.8517729,377350.3782715,377351.5576745,377351.8132955,generalization
generalization,1,9,NaN,bSequenceGen_9.flac,D:\Matlab_projects\SMART\SMART_game\t1215957-v12-assets_generalization\bSequenceGen_9.flac,b,1,Yellow,2,Green,0,2.23111029999563,0,0,377353.0531716,377354.5754189,377355.7582376,377357.9893479,generalization
generalization,1,10,NaN,xSequenceGen_12.flac,D:\Matlab_projects\SMART\SMART_game\t1215957-v12-assets_generalization\xSequenceGen_12.flac,x,4,Red,2,Green,0,1.931172600016,0,0,377359.2349212,377360.765028,377361.9619319,377363.8931045,generalization
generalization,1,11,NaN,bSequenceGen_5.flac,D:\Matlab_projects\SMART\SMART_game\t1215957-v12-assets_generalization\bSequenceGen_5.flac,b,1,Yellow,1,Yellow,1,2.07301200000802,0,0,377365.1215633,377366.6502731,377367.843803,377369.916815,generalization
generalization,1,12,NaN,aSequenceGen_6.flac,D:\Matlab_projects\SMART\SMART_game\t1215957-v12-assets_generalization\aSequenceGen_6.flac,a,3,Blue,3,Blue,1,2.20908639999107,0,0,377371.1466861,377372.6689937,377373.8600558,377376.0691422,generalization
generalization,1,13,NaN,xSequenceGen_3.flac,D:\Matlab_projects\SMART\SMART_game\t1215957-v12-assets_generalization\xSequenceGen_3.flac,x,4,Red,4,Red,1,1.80809220002266,0,0,377377.2772976,377378.8083944,377379.9894668,377381.797559,generalization
generalization,1,14,NaN,xSequenceGen_1.flac,D:\Matlab_projects\SMART\SMART_game\t1215957-v12-assets_generalization\xSequenceGen_1.flac,x,4,Red,2,Green,0,2.96926879999228,0,0,377383.0009889,377384.526703,377385.7082721,377388.6775409,generalization
generalization,1,15,NaN,bSequenceGen_3.flac,D:\Matlab_projects\SMART\SMART_game\t1215957-v12-assets_generalization\bSequenceGen_3.flac,b,1,Yellow,2,Green,0,1.61371070001042,0,0,377389.8836541,377391.4107677,377392.5912343,377394.204945,generalization
generalization,1,16,NaN,aSequenceGen_8.flac,D:\Matlab_projects\SMART\SMART_game\t1215957-v12-assets_generalization\aSequenceGen_8.flac,a,3,Blue,3,Blue,1,2.97859060001792,0,0,377395.409914,377396.9400453,377398.1232112,377401.1018018,generalization
generalization,1,17,NaN,ySequenceGen_6.flac,D:\Matlab_projects\SMART\SMART_game\t1215957-v12-assets_generalization\ySequenceGen_6.flac,y,2,Green,2,Green,1,0.290057200007141,0,0,377402.2910309,377403.8272403,377405.0110564,377405.3011136,generalization
generalization,1,18,NaN,xSequenceGen_6.flac,D:\Matlab_projects\SMART\SMART_game\t1215957-v12-assets_generalization\xSequenceGen_6.flac,x,4,Red,4,Red,1,3.49160740000661,0,1,377406.5288726,377408.0618001,377409.2416468,377412.7332542,generalization
generalization,1,19,NaN,bSequenceGen_8.flac,D:\Matlab_projects\SMART\SMART_game\t1215957-v12-assets_generalization\bSequenceGen_8.flac,b,1,Yellow,4,Red,0,0.27841339999577,0,0,377413.9710149,377415.4945121,377416.6789221,377416.9573355,generalization
generalization,1,20,NaN,bSequenceGen_11.flac,D:\Matlab_projects\SMART\SMART_game\t1215957-v12-assets_generalization\bSequenceGen_11.flac,b,1,Yellow,4,Red,0,0.247343500028364,0,0,377418.2728292,377419.7972204,377420.974276,377421.2216195,generalization
generalization,1,21,NaN,bSequenceGen_12.flac,D:\Matlab_projects\SMART\SMART_game\t1215957-v12-assets_generalization\bSequenceGen_12.flac,b,1,Yellow,2,Green,0,2.39105969999218,0,1,377422.5169069,377424.0511818,377425.2475551,377427.6386148,generalization
generalization,1,22,NaN,ySequenceGen_11.flac,D:\Matlab_projects\SMART\SMART_game\t1215957-v12-assets_generalization\ySequenceGen_11.flac,y,2,Green,3,Blue,0,0.56985110003734,0,0,377428.91468,377430.4458641,377431.6271078,377432.1969589,generalization
generalization,1,23,NaN,xSequenceGen_7.flac,D:\Matlab_projects\SMART\SMART_game\t1215957-v12-assets_generalization\xSequenceGen_7.flac,x,4,Red,1,Yellow,0,0.311952099960763,0,0,377433.5139908,377435.0416802,377436.229087,377436.5410391,generalization
generalization,1,24,NaN,aSequenceGen_2.flac,D:\Matlab_projects\SMART\SMART_game\t1215957-v12-assets_generalization\aSequenceGen_2.flac,a,3,Blue,3,Blue,1,0.275228100013919,0,0,377437.8446054,377439.3689419,377440.5617321,377440.8369602,generalization
generalization,1,25,NaN,bSequenceGen_1.flac,D:\Matlab_projects\SMART\SMART_game\t1215957-v12-assets_generalization\bSequenceGen_1.flac,b,1,Yellow,1,Yellow,1,0.568434299959335,0,0,377442.1267863,377443.653237,377444.8440748,377445.4125091,generalization
generalization,1,26,NaN,aSequenceGen_3.flac,D:\Matlab_projects\SMART\SMART_game\t1215957-v12-assets_generalization\aSequenceGen_3.flac,a,3,Blue,3,Blue,1,0.928435600013472,0,0,377446.7093861,377448.2275559,377449.4134654,377450.341901,generalization
generalization,1,27,NaN,xSequenceGen_11.flac,D:\Matlab_projects\SMART\SMART_game\t1215957-v12-assets_generalization\xSequenceGen_11.flac,x,4,Red,4,Red,1,1.18183610000415,0,0,377451.6356992,377453.1615926,377454.3453486,377455.5271847,generalization
generalization,1,28,NaN,bSequenceGen_2.flac,D:\Matlab_projects\SMART\SMART_game\t1215957-v12-assets_generalization\bSequenceGen_2.flac,b,1,Yellow,2,Green,0,0.123513300030027,0,1,377456.8554937,377458.389824,377459.5776172,377459.7011305,generalization
generalization,1,29,NaN,ySequenceGen_10.flac,D:\Matlab_projects\SMART\SMART_game\t1215957-v12-assets_generalization\ySequenceGen_10.flac,y,2,Green,4,Red,0,0.311815499968361,0,0,377460.9971544,377462.5285077,377463.7122635,377464.024079,generalization
generalization,1,30,NaN,ySequenceGen_2.flac,D:\Matlab_projects\SMART\SMART_game\t1215957-v12-assets_generalization\ySequenceGen_2.flac,y,2,Green,2,Green,1,0.361977100023068,0,0,377465.2655232,377466.7923668,377467.9798192,377468.3417963,generalization
generalization,1,31,NaN,xSequenceGen_2.flac,D:\Matlab_projects\SMART\SMART_game\t1215957-v12-assets_generalization\xSequenceGen_2.flac,x,4,Red,4,Red,1,0.311013900034595,0,0,377469.6056109,377471.1328956,377472.3258455,377472.6368594,generalization
generalization,1,32,NaN,xSequenceGen_4.flac,D:\Matlab_projects\SMART\SMART_game\t1215957-v12-assets_generalization\xSequenceGen_4.flac,x,4,Red,4,Red,1,0.528558399993926,0,0,377473.9212827,377475.4543038,377476.6450697,377477.1736281,generalization
generalization,1,33,NaN,bSequenceGen_10.flac,D:\Matlab_projects\SMART\SMART_game\t1215957-v12-assets_generalization\bSequenceGen_10.flac,b,1,Yellow,3,Blue,0,0.36461359995883,0,0,377478.4534071,377479.9807664,377481.1787883,377481.5434019,generalization
generalization,1,34,NaN,ySequenceGen_5.flac,D:\Matlab_projects\SMART\SMART_game\t1215957-v12-assets_generalization\ySequenceGen_5.flac,y,2,Green,2,Green,1,0.400672200019471,0,0,377482.8981162,377484.4222763,377485.6119024,377486.0125746,generalization
generalization,1,35,NaN,xSequenceGen_10.flac,D:\Matlab_projects\SMART\SMART_game\t1215957-v12-assets_generalization\xSequenceGen_10.flac,x,4,Red,2,Green,0,1.08138069999404,0,0,377487.3588077,377488.8834073,377490.0764642,377491.1578449,generalization
generalization,1,36,NaN,xSequenceGen_9.flac,D:\Matlab_projects\SMART\SMART_game\t1215957-v12-assets_generalization\xSequenceGen_9.flac,x,4,Red,2,Green,0,0.106660299992654,0,0,377492.4706276,377493.9966765,377495.1788643,377495.2855246,generalization
generalization,1,37,NaN,ySequenceGen_1.flac,D:\Matlab_projects\SMART\SMART_game\t1215957-v12-assets_generalization\ySequenceGen_1.flac,y,2,Green,2,Green,1,0.134175100014545,0,0,377496.5759307,377498.1001799,377499.2945876,377499.4287627,generalization
generalization,1,38,NaN,xSequenceGen_8.flac,D:\Matlab_projects\SMART\SMART_game\t1215957-v12-assets_generalization\xSequenceGen_8.flac,x,4,Red,2,Green,0,0.608670499990694,0,0,377500.7075963,377502.2326171,377503.4304679,377504.0391384,generalization
generalization,1,39,NaN,aSequenceGen_12.flac,D:\Matlab_projects\SMART\SMART_game\t1215957-v12-assets_generalization\aSequenceGen_12.flac,a,3,Blue,3,Blue,1,3.6626439000247,0,0,377505.3160918,377506.8460882,377508.0461408,377511.7087847,generalization
generalization,1,40,NaN,ySequenceGen_8.flac,D:\Matlab_projects\SMART\SMART_game\t1215957-v12-assets_generalization\ySequenceGen_8.flac,y,2,Green,4,Red,0,4.29503740003565,0,0,377513.0030964,377514.5328391,377515.7261023,377520.0211397,generalization
generalization,1,41,NaN,aSequenceGen_10.flac,D:\Matlab_projects\SMART\SMART_game\t1215957-v12-assets_generalization\aSequenceGen_10.flac,a,3,Blue,2,Green,0,0.483687400002964,0,0,377521.2894936,377522.8249432,377524.009573,377524.4932604,generalization
generalization,1,42,NaN,ySequenceGen_3.flac,D:\Matlab_projects\SMART\SMART_game\t1215957-v12-assets_generalization\ySequenceGen_3.flac,y,2,Green,2,Green,1,2.72844439995242,0,0,377525.7485102,377527.26767,377528.4605657,377531.1890101,generalization
generalization,1,43,NaN,ySequenceGen_4.flac,D:\Matlab_projects\SMART\SMART_game\t1215957-v12-assets_generalization\ySequenceGen_4.flac,y,2,Green,2,Green,1,8.2842163000023,0,0,377532.4855552,377534.0136034,377535.1923917,377543.476608,generalization
generalization,1,44,NaN,ySequenceGen_7.flac,D:\Matlab_projects\SMART\SMART_game\t1215957-v12-assets_generalization\ySequenceGen_7.flac,y,2,Green,2,Green,1,1.23946670000441,0,0,377544.7173419,377546.2475259,377547.4292642,377548.6687309,generalization
generalization,1,45,NaN,aSequenceGen_9.flac,D:\Matlab_projects\SMART\SMART_game\t1215957-v12-assets_generalization\aSequenceGen_9.flac,a,3,Blue,3,Blue,1,5.55221549997805,0,0,377549.9104108,377551.4347033,377552.6295712,377558.1817867,generalization
generalization,1,46,NaN,ySequenceGen_9.flac,D:\Matlab_projects\SMART\SMART_game\t1215957-v12-assets_generalization\ySequenceGen_9.flac,y,2,Green,4,Red,0,0.413520700007211,0,0,377559.4045777,377560.9344334,377562.1271881,377562.5407088,generalization
generalization,1,47,NaN,aSequenceGen_11.flac,D:\Matlab_projects\SMART\SMART_game\t1215957-v12-assets_generalization\aSequenceGen_11.flac,a,3,Blue,3,Blue,1,0.680572299985215,0,0,377563.786287,377565.320679,377566.5108107,377567.191383,generalization
generalization,1,48,NaN,aSequenceGen_5.flac,D:\Matlab_projects\SMART\SMART_game\t1215957-v12-assets_generalization\aSequenceGen_5.flac,a,3,Blue,3,Blue,1,1.25133120000828,0,0,377568.4523443,377569.9807604,377571.1778694,377572.4292006,generalization
generalization,2,49,NaN,aSequenceGen_12.flac,D:\Matlab_projects\SMART\SMART_game\t1215957-v12-assets_generalization\aSequenceGen_12.flac,a,3,Blue,3,Blue,1,0.36655699997209,0,0,377573.7093665,377575.2373452,377576.4297106,377576.7962676,generalization
generalization,2,50,NaN,bSequenceGen_3.flac,D:\Matlab_projects\SMART\SMART_game\t1215957-v12-assets_generalization\bSequenceGen_3.flac,b,1,Yellow,4,Red,0,0.452706400013994,0,0,377578.0529784,377579.5843427,377580.7760874,377581.2287938,generalization
generalization,2,51,NaN,ySequenceGen_8.flac,D:\Matlab_projects\SMART\SMART_game\t1215957-v12-assets_generalization\ySequenceGen_8.flac,y,2,Green,4,Red,0,0.752912500000093,0,0,377582.4813717,377584.0082328,377585.1966409,377585.9495534,generalization
generalization,2,52,NaN,aSequenceGen_1.flac,D:\Matlab_projects\SMART\SMART_game\t1215957-v12-assets_generalization\aSequenceGen_1.flac,a,3,Blue,3,Blue,1,0.682407200045418,0,0,377587.2285544,377588.754219,377589.9466548,377590.629062,generalization
generalization,2,53,NaN,xSequenceGen_3.flac,D:\Matlab_projects\SMART\SMART_game\t1215957-v12-assets_generalization\xSequenceGen_3.flac,x,4,Red,4,Red,1,0.555396499985363,0,0,377591.8978543,377593.4317627,377594.6260581,377595.1814546,generalization
generalization,2,54,NaN,xSequenceGen_6.flac,D:\Matlab_projects\SMART\SMART_game\t1215957-v12-assets_generalization\xSequenceGen_6.flac,x,4,Red,2,Green,0,3.04488030000357,0,0,377596.4360236,377597.9592266,377599.1452087,377602.190089,generalization
generalization,2,55,NaN,xSequenceGen_11.flac,D:\Matlab_projects\SMART\SMART_game\t1215957-v12-assets_generalization\xSequenceGen_11.flac,x,4,Red,2,Green,0,0.892331700015347,0,0,377603.4605742,377604.9868475,377606.177039,377607.0693707,generalization
generalization,2,56,NaN,aSequenceGen_6.flac,D:\Matlab_projects\SMART\SMART_game\t1215957-v12-assets_generalization\aSequenceGen_6.flac,a,3,Blue,3,Blue,1,0.506056900019757,0,0,377608.4266091,377609.9585912,377611.1466068,377611.6526637,generalization
